"Year","Campus","Degrees",
"1978","1334","2",
"1978","1374","8",
"1978","1438","3",
"1978","1593","5",
"1978","1832","4",
"1978","1834","4",
"1978","1862","1",
"1978","1881","3",
"1978","1912","6",
"1978","2085","4",
"1978","2100","9",
"1978","2359","4",
"1978","2372","8",
"1978","2435","8",
"1978","2463","7",
"1978","2665","0",
"1978","2709","3",
"1978","2716","9",
"1978","2772","4",
"1978","2786","8",
"1978","2794","9",
"1978","2972","9",
"1978","3005","6",
"1978","3050","1",
"1978","3089","6",
"1978","3141","5",
"1978","3266","6",
"1978","3381","7",
"1978","3408","9",
"1978","3423","6",
"1978","3482","1",
"1978","3696","7",
"1978","3766","7",
"1978","3946","9",
"1978","4036","0",
"1978","4074","5",
"1978","4552","2",
"1978","4555","3",
"1978","4626","3",
"1978","4656","5",
"1978","4726","1",
"1978","4804","6",
"1978","4822","5",
"1978","4946","9",
"1978","4967","2",
"1978","5001","1",
"1978","5003","1",
"1978","5005","8",
"1978","5033","7",
"1978","5085","3",
"1978","5089","7",
"1978","5104","8",
"1978","5174","4",
"1978","5177","3",
"1978","5192","0",
"1978","5215","7",
"1978","5254","0",
"1978","5315","2",
"1978","5377","9",
"1978","5420","3",
"1978","5472","5",
"1978","5490","9",
"1978","5516","0",
"1978","5525","4",
"1978","5593","3",
"1978","5638","4",
"1978","5647","1",
"1978","5666","5",
"1978","5737","7",
"1978","5873","1",
"1978","5929","5",
"1978","5938","6",
"1978","5973","9",
"1978","5986","9",
"1978","5998","8",
"1978","6107","2",
"1978","6165","9",
"1978","6258","7",
"1978","6633","8",
"1978","6715","8",
"1978","6739","8",
"1978","6758","5",
"1978","6761","0",
"1978","6775","1",
"1978","6912","8",
"1978","7022","3",
"1978","7024","2",
"1978","7039","9",
"1978","7164","1",
"1978","7256","1",
"1978","7320","6",
"1978","7346","6",
"1978","7354","0",
"1978","7375","1",
"1978","7391","4",
"1978","7423","3",
"1978","7432","2",
"1978","7586","1",
"1978","7618","9",
"1978","7623","0",
"1978","7633","6",
"1978","7716","8",
"1978","7740","5",
"1978","7837","0",
"1978","7878","6",
"1978","7885","6",
"1978","7970","3",
"1978","8184","3",
"1978","8275","4",
"1978","8279","1",
"1978","8280","7",
"1978","8281","0",
"1978","8322","2",
"1978","8408","4",
"1978","8523","1",
"1978","8530","6",
"1978","8539","3",
"1978","8626","5",
"1978","8764","0",
"1978","8780","5",
"1978","8852","4",
"1978","8865","1",
"1978","8878","6",
"1978","8948","6",
"1978","8952","2",
"1978","9045","1",
"1978","9062","3",
"1978","9075","0",
"1978","9161","1",
"1978","9305","5",
"1978","9362","8",
"1978","9383","6",
"1978","9415","0",
"1978","9423","7",
"1978","9424","1",
"1978","9439","1",
"1978","9540","1",
"1978","9553","1",
"1978","9645","5",
"1978","9657","1",
"1978","9819","6",
"1978","9892","0",
"1978","9900","8",
"1979","26","6",
"1979","39","4",
"1979","120","2",
"1979","135","2",
"1979","261","9",
"1979","385","4",
"1979","490","2",
"1979","542","6",
"1979","551","3",
"1979","819","4",
"1979","881","2",
"1979","887","7",
"1979","919","8",
"1979","933","7",
"1979","1001","2",
"1979","1036","3",
"1979","1067","2",
"1979","1102","4",
"1979","1128","0",
"1979","1132","4",
"1979","1194","7",
"1979","1379","1",
"1979","1429","3",
"1979","1534","0",
"1979","1540","7",
"1979","1572","0",
"1979","1630","4",
"1979","1673","0",
"1979","1745","7",
"1979","1801","8",
"1979","1825","7",
"1979","1852","0",
"1979","1870","3",
"1979","1908","8",
"1979","1983","7",
"1979","2014","7",
"1979","2034","0",
"1979","2047","8",
"1979","2113","3",
"1979","2135","9",
"1979","2200","3",
"1979","2227","7",
"1979","2277","0",
"1979","2306","2",
"1979","2313","2",
"1979","2347","2",
"1979","2404","7",
"1979","2504","1",
"1979","2614","2",
"1979","2648","5",
"1979","2686","2",
"1979","2747","8",
"1979","2819","3",
"1979","2830","5",
"1979","2843","1",
"1979","2859","7",
"1979","2883","2",
"1979","2891","6",
"1979","2898","8",
"1979","2965","9",
"1979","3184","9",
"1979","3193","9",
"1979","3214","3",
"1979","3238","7",
"1979","3278","2",
"1979","3319","4",
"1979","3356","7",
"1979","3377","6",
"1979","3425","3",
"1979","3438","1",
"1979","3471","8",
"1979","3521","7",
"1979","3597","7",
"1979","3655","5",
"1979","3737","4",
"1979","3918","9",
"1979","3991","2",
"1979","4075","4",
"1979","4226","5",
"1979","4248","9",
"1979","4270","2",
"1979","4312","4",
"1979","4591","6",
"1979","4618","2",
"1979","4623","4",
"1979","4628","7",
"1979","4659","1",
"1979","4663","2",
"1979","4697","0",
"1979","4742","7",
"1979","4767","5",
"1979","4816","9",
"1979","4823","5",
"1979","4824","8",
"1979","4854","1",
"1979","4865","1",
"1979","4867","6",
"1979","4896","6",
"1979","5006","9",
"1979","5046","9",
"1979","5152","3",
"1979","5187","5",
"1979","5208","5",
"1979","5300","6",
"1979","5312","8",
"1979","5337","6",
"1979","5366","9",
"1979","5424","4",
"1979","5462","3",
"1979","5512","7",
"1979","5699","5",
"1979","5881","7",
"1979","5889","0",
"1979","5978","8",
"1979","6003","5",
"1979","6076","4",
"1979","6106","7",
"1979","6363","6",
"1979","6364","7",
"1979","6415","4",
"1979","6424","7",
"1979","6436","2",
"1979","6460","4",
"1979","6535","9",
"1979","6566","8",
"1979","6569","2",
"1979","6588","4",
"1979","6589","2",
"1979","6590","7",
"1979","6605","4",
"1979","6659","1",
"1979","6703","7",
"1979","6721","3",
"1979","6731","3",
"1979","6794","3",
"1979","7033","6",
"1979","7131","4",
"1979","7166","4",
"1979","7262","0",
"1979","7349","8",
"1979","7366","0",
"1979","7500","7",
"1979","7501","6",
"1979","7520","8",
"1979","7547","5",
"1979","7592","0",
"1979","7668","0",
"1979","7710","4",
"1979","7767","3",
"1979","7820","5",
"1979","7826","4",
"1979","7833","1",
"1979","7860","3",
"1979","7959","4",
"1979","7982","2",
"1979","8071","6",
"1979","8148","8",
"1979","8151","3",
"1979","8158","6",
"1979","8191","7",
"1979","8194","3",
"1979","8332","6",
"1979","8355","9",
"1979","8367","0",
"1979","8391","7",
"1979","8630","3",
"1979","8643","4",
"1979","8678","3",
"1979","8777","5",
"1979","8914","8",
"1979","9042","4",
"1979","9123","2",
"1979","9133","8",
"1979","9139","4",
"1979","9241","7",
"1979","9264","7",
"1979","9293","1",
"1979","9322","1",
"1979","9365","4",
"1979","9382","6",
"1979","9406","6",
"1979","9461","1",
"1979","9469","0",
"1979","9627","9",
"1979","9631","4",
"1979","9661","2",
"1979","9739","0",
"1979","9839","2",
"1979","9930","0",
"1979","9936","3",
"1979","9937","2",
"1980","1","8",
"1980","49","6",
"1980","89","9",
"1980","174","5",
"1980","207","7",
"1980","250","0",
"1980","427","0",
"1980","730","3",
"1980","821","0",
"1980","840","7",
"1980","892","5",
"1980","942","3",
"1980","992","3",
"1980","1018","3",
"1980","1062","1",
"1980","1063","0",
"1980","1079","1",
"1980","1116","6",
"1980","1249","0",
"1980","1331","9",
"1980","1511","0",
"1980","1590","6",
"1980","1668","8",
"1980","1698","8",
"1980","1919","8",
"1980","1951","4",
"1980","2041","3",
"1980","2048","1",
"1980","2057","0",
"1980","2072","9",
"1980","2139","4",
"1980","2210","0",
"1980","2233","5",
"1980","2280","5",
"1980","2434","4",
"1980","2447","6",
"1980","2454","6",
"1980","2484","4",
"1980","2494","3",
"1980","2500","2",
"1980","2515","0",
"1980","2527","8",
"1980","2563","7",
"1980","2634","1",
"1980","2736","8",
"1980","2806","0",
"1980","2848","7",
"1980","2945","1",
"1980","2994","7",
"1980","3082","3",
"1980","3102","2",
"1980","3124","6",
"1980","3164","3",
"1980","3218","0",
"1980","3410","1",
"1980","3439","7",
"1980","3457","2",
"1980","3587","1",
"1980","3669","4",
"1980","3754","0",
"1980","3834","9",
"1980","3873","8",
"1980","3908","9",
"1980","4084","3",
"1980","4087","4",
"1980","4187","2",
"1980","4206","1",
"1980","4256","0",
"1980","4282","4",
"1980","4367","4",
"1980","4382","2",
"1980","4415","8",
"1980","4466","4",
"1980","4470","2",
"1980","4485","2",
"1980","4527","8",
"1980","4545","5",
"1980","4642","3",
"1980","4721","5",
"1980","4739","7",
"1980","4745","9",
"1980","4810","5",
"1980","4831","7",
"1980","4857","7",
"1980","4885","0",
"1980","5014","1",
"1980","5079","6",
"1980","5099","9",
"1980","5115","3",
"1980","5145","7",
"1980","5164","7",
"1980","5292","2",
"1980","5372","3",
"1980","5513","0",
"1980","5519","1",
"1980","5537","4",
"1980","5634","7",
"1980","5686","9",
"1980","5765","3",
"1980","5840","3",
"1980","5842","8",
"1980","6025","6",
"1980","6079","0",
"1980","6235","9",
"1980","6240","2",
"1980","6256","0",
"1980","6542","3",
"1980","6550","0",
"1980","6560","0",
"1980","6567","1",
"1980","6678","7",
"1980","6795","2",
"1980","6800","3",
"1980","6814","4",
"1980","6919","8",
"1980","6934","8",
"1980","6959","2",
"1980","6974","5",
"1980","6993","6",
"1980","7045","4",
"1980","7136","9",
"1980","7188","7",
"1980","7263","9",
"1980","7313","8",
"1980","7334","3",
"1980","7350","0",
"1980","7459","8",
"1980","7463","9",
"1980","7477","0",
"1980","7636","7",
"1980","7667","3",
"1980","7683","7",
"1980","7721","7",
"1980","7752","1",
"1980","7875","0",
"1980","8009","7",
"1980","8081","6",
"1980","8091","2",
"1980","8215","2",
"1980","8237","7",
"1980","8270","4",
"1980","8312","3",
"1980","8339","4",
"1980","8345","2",
"1980","8426","9",
"1980","8469","4",
"1980","8472","7",
"1980","8485","8",
"1980","8492","5",
"1980","8609","7",
"1980","8650","9",
"1980","8671","9",
"1980","8707","2",
"1980","8973","9",
"1980","9000","6",
"1980","9018","8",
"1980","9074","6",
"1980","9272","0",
"1980","9288","1",
"1980","9292","5",
"1980","9299","7",
"1980","9583","5",
"1980","9641","4",
"1980","9740","3",
"1980","9751","2",
"1980","9763","1",
"1980","9766","8",
"1980","9781","6",
"1980","9807","4",
"1980","9829","1",
"1980","9854","5",
"1980","9870","5",
"1980","9934","4",
"1981","30","6",
"1981","227","7",
"1981","260","4",
"1981","310","5",
"1981","343","5",
"1981","344","2",
"1981","356","4",
"1981","412","4",
"1981","573","3",
"1981","711","6",
"1981","727","9",
"1981","884","0",
"1981","1031","8",
"1981","1145","2",
"1981","1206","6",
"1981","1347","4",
"1981","1467","1",
"1981","1535","0",
"1981","1625","2",
"1981","1702","9",
"1981","1703","6",
"1981","1868","4",
"1981","1872","5",
"1981","1907","1",
"1981","1923","0",
"1981","1929","8",
"1981","2117","7",
"1981","2231","6",
"1981","2291","8",
"1981","2340","4",
"1981","2341","4",
"1981","2433","9",
"1981","2477","6",
"1981","2582","7",
"1981","2611","6",
"1981","2670","2",
"1981","2673","5",
"1981","2781","8",
"1981","2799","0",
"1981","2887","9",
"1981","2904","2",
"1981","2956","1",
"1981","2958","1",
"1981","2959","7",
"1981","2967","1",
"1981","3013","7",
"1981","3180","2",
"1981","3201","7",
"1981","3203","1",
"1981","3229","0",
"1981","3291","4",
"1981","3547","5",
"1981","3552","3",
"1981","3571","5",
"1981","3596","3",
"1981","3705","6",
"1981","3793","6",
"1981","3881","2",
"1981","3905","9",
"1981","3995","0",
"1981","4080","0",
"1981","4129","4",
"1981","4198","8",
"1981","4219","2",
"1981","4247","2",
"1981","4284","3",
"1981","4296","3",
"1981","4332","5",
"1981","4346","8",
"1981","4354","3",
"1981","4472","2",
"1981","4498","5",
"1981","4519","8",
"1981","4525","3",
"1981","4532","2",
"1981","4696","9",
"1981","4741","9",
"1981","4859","7",
"1981","4938","5",
"1981","5004","2",
"1981","5052","8",
"1981","5061","7",
"1981","5124","9",
"1981","5131","6",
"1981","5196","6",
"1981","5302","3",
"1981","5317","8",
"1981","5332","3",
"1981","5393","1",
"1981","5497","6",
"1981","5545","6",
"1981","5554","2",
"1981","5562","6",
"1981","5606","3",
"1981","5775","0",
"1981","5920","6",
"1981","6004","8",
"1981","6006","3",
"1981","6023","2",
"1981","6100","3",
"1981","6160","5",
"1981","6234","3",
"1981","6270","4",
"1981","6274","9",
"1981","6288","8",
"1981","6322","0",
"1981","6388","2",
"1981","6412","4",
"1981","6437","8",
"1981","6454","8",
"1981","6485","0",
"1981","6681","3",
"1981","6734","8",
"1981","6737","0",
"1981","6780","5",
"1981","6799","0",
"1981","6810","3",
"1981","6887","1",
"1981","7076","0",
"1981","7111","2",
"1981","7175","1",
"1981","7214","6",
"1981","7253","4",
"1981","7276","6",
"1981","7281","7",
"1981","7284","5",
"1981","7325","1",
"1981","7387","0",
"1981","7519","9",
"1981","7538","7",
"1981","7590","0",
"1981","7676","7",
"1981","7685","3",
"1981","7704","5",
"1981","7799","3",
"1981","7807","3",
"1981","7887","9",
"1981","7932","7",
"1981","7937","1",
"1981","8054","1",
"1981","8087","7",
"1981","8120","8",
"1981","8162","9",
"1981","8177","2",
"1981","8186","2",
"1981","8247","7",
"1981","8358","4",
"1981","8489","6",
"1981","8561","5",
"1981","8611","5",
"1981","8660","4",
"1981","8710","6",
"1981","8779","3",
"1981","8788","3",
"1981","8877","0",
"1981","8889","0",
"1981","8930","2",
"1981","8941","9",
"1981","8977","7",
"1981","9004","7",
"1981","9056","3",
"1981","9114","0",
"1981","9174","8",
"1981","9187","2",
"1981","9246","6",
"1981","9342","2",
"1981","9356","6",
"1981","9537","8",
"1981","9544","2",
"1981","9586","5",
"1981","9621","7",
"1981","9666","5",
"1981","9679","0",
"1981","9708","7",
"1981","9796","5",
"1981","9811","4",
"1981","9827","7",
"1981","9855","4",
"1981","9874","0",
"1981","9883","4",
"1981","9893","2",
"1981","9897","9",
"1981","9920","9",
"1982","72","0",
"1982","238","3",
"1982","265","1",
"1982","314","5",
"1982","443","2",
"1982","520","7",
"1982","537","3",
"1982","548","9",
"1982","565","6",
"1982","649","5",
"1982","679","7",
"1982","709","7",
"1982","737","5",
"1982","775","0",
"1982","814","1",
"1982","849","2",
"1982","895","9",
"1982","1030","8",
"1982","1032","1",
"1982","1050","6",
"1982","1258","6",
"1982","1375","4",
"1982","1418","3",
"1982","1456","9",
"1982","1517","1",
"1982","1519","6",
"1982","1530","5",
"1982","1619","4",
"1982","1641","9",
"1982","1648","9",
"1982","1723","9",
"1982","1728","4",
"1982","1883","1",
"1982","1898","2",
"1982","1926","1",
"1982","1948","7",
"1982","1974","6",
"1982","2245","0",
"1982","2300","5",
"1982","2424","8",
"1982","2525","6",
"1982","2609","8",
"1982","2652","6",
"1982","2757","1",
"1982","2784","7",
"1982","2831","4",
"1982","2943","8",
"1982","3063","4",
"1982","3087","0",
"1982","3121","5",
"1982","3125","4",
"1982","3161","0",
"1982","3167","3",
"1982","3189","4",
"1982","3284","7",
"1982","3422","9",
"1982","3569","4",
"1982","3584","5",
"1982","3694","7",
"1982","3780","3",
"1982","3792","6",
"1982","3796","1",
"1982","3824","7",
"1982","3950","3",
"1982","4101","7",
"1982","4120","8",
"1982","4154","6",
"1982","4186","4",
"1982","4345","4",
"1982","4362","9",
"1982","4570","2",
"1982","4650","8",
"1982","4740","5",
"1982","4750","9",
"1982","4853","7",
"1982","4866","9",
"1982","4937","1",
"1982","5054","6",
"1982","5106","1",
"1982","5151","8",
"1982","5167","0",
"1982","5189","6",
"1982","5195","3",
"1982","5210","0",
"1982","5220","9",
"1982","5267","8",
"1982","5358","3",
"1982","5376","4",
"1982","5391","8",
"1982","5399","4",
"1982","5440","1",
"1982","5441","3",
"1982","5498","9",
"1982","5571","0",
"1982","5639","5",
"1982","5707","2",
"1982","5762","7",
"1982","5793","8",
"1982","6031","9",
"1982","6067","2",
"1982","6088","6",
"1982","6267","2",
"1982","6287","9",
"1982","6339","9",
"1982","6384","7",
"1982","6526","2",
"1982","6537","4",
"1982","6619","3",
"1982","6630","2",
"1982","6680","1",
"1982","6683","3",
"1982","6704","2",
"1982","6713","9",
"1982","6736","2",
"1982","6923","6",
"1982","6991","9",
"1982","6998","9",
"1982","7048","7",
"1982","7051","2",
"1982","7054","2",
"1982","7084","8",
"1982","7093","5",
"1982","7098","8",
"1982","7108","1",
"1982","7155","4",
"1982","7172","3",
"1982","7209","8",
"1982","7315","6",
"1982","7342","2",
"1982","7417","4",
"1982","7467","0",
"1982","7512","7",
"1982","7540","4",
"1982","7789","4",
"1982","7832","4",
"1982","7889","9",
"1982","8026","2",
"1982","8033","5",
"1982","8060","6",
"1982","8125","0",
"1982","8137","4",
"1982","8272","2",
"1982","8284","7",
"1982","8323","3",
"1982","8453","5",
"1982","8644","3",
"1982","8843","7",
"1982","8858","9",
"1982","8897","1",
"1982","9126","2",
"1982","9137","6",
"1982","9201","8",
"1982","9244","3",
"1982","9303","2",
"1982","9450","8",
"1982","9555","5",
"1982","9670","0",
"1982","9780","6",
"1982","9801","5",
"1982","9950","4",
"1982","9969","7",
"1982","9974","5",
"1982","9976","5",
"1982","9991","5",
"1983","21","3",
"1983","173","4",
"1983","178","8",
"1983","233","7",
"1983","398","9",
"1983","413","4",
"1983","424","7",
"1983","454","7",
"1983","530","4",
"1983","539","3",
"1983","545","4",
"1983","614","4",
"1983","767","9",
"1983","886","2",
"1983","890","7",
"1983","925","7",
"1983","1015","0",
"1983","1024","0",
"1983","1101","0",
"1983","1139","7",
"1983","1275","2",
"1983","1301","7",
"1983","1426","8",
"1983","1428","4",
"1983","1453","9",
"1983","1455","1",
"1983","1461","7",
"1983","1512","8",
"1983","1526","1",
"1983","1557","8",
"1983","1604","4",
"1983","1624","5",
"1983","1644","9",
"1983","1675","9",
"1983","1790","7",
"1983","1863","8",
"1983","1866","2",
"1983","1877","1",
"1983","1879","8",
"1983","1920","4",
"1983","1934","2",
"1983","1938","9",
"1983","1993","0",
"1983","2052","1",
"1983","2104","9",
"1983","2106","5",
"1983","2112","1",
"1983","2140","6",
"1983","2142","6",
"1983","2149","0",
"1983","2166","4",
"1983","2180","6",
"1983","2281","3",
"1983","2285","9",
"1983","2373","8",
"1983","2389","5",
"1983","2407","7",
"1983","2430","0",
"1983","2474","8",
"1983","2501","6",
"1983","2547","7",
"1983","2588","4",
"1983","2618","0",
"1983","2635","9",
"1983","2793","6",
"1983","2894","2",
"1983","2968","6",
"1983","2995","8",
"1983","3058","6",
"1983","3065","4",
"1983","3105","2",
"1983","3195","5",
"1983","3237","0",
"1983","3282","1",
"1983","3382","7",
"1983","3388","7",
"1983","3402","7",
"1983","3480","0",
"1983","3498","9",
"1983","3573","4",
"1983","3617","2",
"1983","3832","9",
"1983","3876","0",
"1983","3942","6",
"1983","4021","2",
"1983","4181","7",
"1983","4257","6",
"1983","4263","2",
"1983","4327","7",
"1983","4371","4",
"1983","4404","6",
"1983","4433","7",
"1983","4495","0",
"1983","4506","5",
"1983","4531","5",
"1983","4582","5",
"1983","4595","1",
"1983","4596","0",
"1983","4754","9",
"1983","4765","3",
"1983","4873","3",
"1983","4895","9",
"1983","4955","0",
"1983","5259","3",
"1983","5354","3",
"1983","5467","9",
"1983","5570","0",
"1983","5619","6",
"1983","5732","8",
"1983","5853","6",
"1983","5921","2",
"1983","5980","2",
"1983","5989","7",
"1983","6071","4",
