"Campus","Year","TotalEnrollment_AY","FTE_AY",
"1167","2016","4746014","398",
"1168","1986","72","893",
"1169","2002","1","896",
"1170","2007","324","521",
"1171","2000","137813904","82",
"1172","2011","21","30",
"1173","1974","265","494",
"1174","2000","6976","794",
"1175","2010","2","569",
"1176","1983","31","488",
"1177","1981","3","837",
"1178","1981","1600","996",
"1179","1978","336","922",
"1180","1988","1635286","255",
"1181","2011","0","56",
"1182","1989","0","673",
"1183","2020","15329400","394",
"1184","1995","133093","280",
"1185","1975","47452","567",
"1186","1997","59345134","193",
"1187","1992","18173369","492",
"1188","1996","25916","489",
"1189","1972","25809","923",
"1190","2012","12459982","782",
"1191","2024","515958898","409",
"1192","1972","1","948",
"1193","2000","39","206",
"1194","2005","1829179","318",
"1195","1980","101469","483",
"1196","1998","531147","645",
"1197","2008","58189","444",
"1198","2018","0","206",
"1199","2009","441369","445",
"1200","1998","0","382",
"1201","1992","236661","519",
"1202","1989","488","339",
"1203","2012","116","545",
"1204","1974","0","900",
"1205","2012","0","291",
"1206","2019","9","726",
"1207","1986","325032","801",
"1208","2018","135479697","100",
"1209","1981","20","389",
"1210","2016","11527","249",
"1211","1978","38","948",
"1212","2005","14798","620",
"1213","1974","6819532","319",
"1214","1985","494","21",
"1215","1970","5","177",
"1216","1986","2","684",
"1217","2017","820092782","836",
"1218","2013","3332457","392",
"1219","1972","81727","829",
"1220","2009","370","499",
"1221","1995","46","391",
"1222","1980","107","561",
"1223","1979","3987676","564",
"1224","2012","0","978",
"1225","2022","39","510",
"1226","1999","381","225",
"1227","2022","0","182",
"1228","1995","154029","703",
"1229","2005","1117397","812",
"1230","2021","521","909",
"1231","1971","14855","685",
"1232","1977","0","24",
"1233","2023","596206","739",
"1234","1987","35","612",
"1235","1998","29","580",
"1236","1988","0","612",
"1237","1977","369","511",
"1238","2024","8","554",
"1239","2002","65116","595",
"1240","2025","0","15",
"1241","1985","461","617",
"1242","1982","0","939",
"1243","1979","229930","833",
"1244","2017","8","21",
"1245","2014","3502","945",
"1246","2016","837078","998",
"1247","1984","2524","869",
"1248","1993","17698835","781",
"1249","1985","5960","593",
"1250","2012","942231","241",
"1251","1992","0","618",
"1252","2006","87","619",
"1253","1996","827245","212",
"1254","1984","257","905",
"1255","2007","43","495",
"1256","2003","5367","415",
"1257","2022","564890","968",
"1258","2010","1","467",
"1259","1971","233","271",
"1260","2012","127","9",
"1261","1980","10","851",
"1262","1975","10","66",
"1263","2004","948918","607",
"1264","2010","1","12",
"1265","1981","78941","340",
"1266","1982","1","207",
"1267","1973","33673","57",
"1268","2006","20779194","268",
"1269","2023","5","353",
"1270","1992","2","854",
"1271","2009","42164685","415",
"1272","1984","204665","700",
"1273","1986","4705760","489",
"1274","1972","336223696","351",
"1275","2022","529953","707",
"1276","1999","50170635","728",
"1277","2014","0","816",
"1278","1999","4164","373",
"1279","2015","4746102","788",
"1280","2005","3","963",
"1281","2000","24917532","547",
"1282","1993","167019","306",
"1283","1999","3","306",
"1284","1993","0","883",
"1285","2010","0","930",
"1286","1986","428497","820",
"1287","2013","4","603",
"1288","1976","217521","613",
"1289","2004","215697","766",
"1290","1993","420442","698",
"1291","1973","21544744","905",
"1292","2003","8","268",
"1293","2009","1","568",
"1294","2001","0","851",
"1295","1983","18","837",
"1296","1991","1026988","423",
"1297","1977","114674796","813",
"1298","2003","0","989",
"1299","1997","14","473",
"1300","2020","76947181","762",
"1301","1979","72492699","861",
"1302","1979","357","421",
"1303","1994","56917204","358",
"1304","2011","15492","204",
"1305","2007","189437","625",
"1306","1990","98","92",
"1307","1979","22032040","390",
"1308","2000","6252","82",
"1309","1974","418","773",
"1310","1977","60","425",
"1311","1997","1","416",
"1312","2002","0","796",
"1313","2024","363","166",
"1314","1987","1788","693",
"1315","1993","323151","846",
"1316","1994","278995115","724",
"1317","1998","2622419","88",
"1318","1985","727318","507",
"1319","2002","16","309",
"1320","2004","9461372","110",
"1321","2006","0","267",
"1322","1972","261","583",
"1323","2012","309208","444",
"1324","2006","46754","803",
"1325","2017","165","925",
"1326","2005","8760","191",
"1327","2022","57","149",
"1328","1996","357","524",
"1329","1996","0","37",
"1330","1989","2267671","587",
"1331","1987","5","882",
"1332","2015","31760","733",
"1333","1984","20468522","49",
"1334","1996","452","860",
"1335","1995","22","753",
"1336","2018","131607425","359",
"1337","1979","551","599",
"1338","2022","0","206",
"1339","2011","9387","189",
"1340","1978","8875","303",
"1341","2020","538576","735",
"1342","1995","571","258",
"1343","2006","680","193",
"1344","1987","23096","2",
"1345","1998","14318","279",
"1346","2023","31115444","982",
"1347","2005","6311481","334",
"1348","1972","18","493",
"1349","1982","25","680",
"1350","2010","50","436",
"1351","2016","6333","803",
"1352","1991","162695","792",
"1353","1995","551851983","606",
"1354","1970","1","230",
"1355","2010","33566","584",
"1356","1989","0","546",
"1357","2021","44","348",
"1358","1984","172","89",
"1359","2006","356533983","621",
"1360","1971","815","660",
"1361","1978","154","154",
"1362","1979","20092881","968",
"1363","2018","1216","703",
"1364","1971","132","364",
"1365","1999","1749906","592",
"1366","1995","11651104","832",
"1367","2013","3","326",
"1368","1989","49","600",
"1369","1971","79117301","531",
"1370","2005","3639887","63",
"1371","1970","910228","13",
"1372","2021","93216218","473",
"1373","1986","3","415",
"1374","2003","0","971",
"1375","1993","255019","752",
"1376","2018","0","512",
"1377","1998","344758","496",
"1378","1971","52307899","432",
"1379","2025","1","193",
"1380","2000","608682","877",
"1381","2011","2335","896",
"1382","1972","138420","242",
"1383","1995","336","667",
"1384","2019","15047","911",
"1385","1976","2","58",
"1386","1982","39","406",
"1387","1997","0","657",
"1388","2008","246","102",
"1389","1976","45","136",
"1390","1998","1","507",
"1391","2008","1036","783",
"1392","2025","787501653","641",
"1393","1998","139","869",
"1394","1996","41169","674",
"1395","2012","30","592",
"1396","2024","4085","676",
"1397","1971","4112916","355",
"1398","1995","1768","262",
"1399","1971","0","850",
"1400","2000","38160","745",
"1401","2009","0","789",
"1402","2007","1344","401",
"1403","1997","541980618","714",
"1404","2012","1","543",
"1405","2006","10936","501",
"1406","1974","276","244",
"1407","2014","403184536","663",
"1408","1972","555939","88",
"1409","2008","43","282",
"1410","1976","11","94",
"1411","2009","404968","124",
"1412","1982","0","943",
"1413","1992","2","47",
"1414","1986","79909","96",
"1415","1992","1764617","568",
"1416","2019","4","993",
"1417","2012","2","805",
"1418","2024","157247","818",
"1419","2013","2839","822",
"1420","1978","2","512",
"1421","1972","3","645",
"1422","1973","231","313",
"1423","2003","87","138",
"1424","1975","178345112","96",
"1425","2024","407320","232",
"1426","2004","0","748",
"1427","2018","5564582","220",
"1428","1981","4","203",
"1429","2007","196","390",
"1430","2023","2","952",
"1431","2008","520600218","978",
"1432","1987","199459","90",
"1433","2001","14054494","891",
"1434","1997","154014750","342",
"1435","2001","51","871",
"1436","1993","14","674",
"1437","1994","36737","829",
"1438","1984","2566794","895",
"1439","1975","2288710","436",
"1440","2013","99123","938",
"1441","1992","74742831","888",
"1442","1975","4702743","109",
"1443","2001","26","631",
"1444","2021","70207","754",
"1445","1982","512","74",
"1446","1987","9","574",
"1447","1997","1","449",
"1448","1996","61","449",
"1449","1982","3","689",
"1450","1981","60","20",
"1451","2022","4841","911",
"1452","1974","3825","345",
"1453","1987","1195691","607",
"1454","1990","1720","393",
"1455","1974","73","263",
"1456","1976","263","447",
"1457","1974","4639","759",
"1458","2018","27563979","419",
"1459","1995","1","253",
"1460","1991","0","780",
"1461","1980","1","229",
"1462","2013","2002","873",
"1463","1990","0","268",
"1464","1972","1983180","267",
"1465","1983","25400","449",
"1466","1998","1512546","63",
"1467","1992","222369","968",
"1468","2009","0","664",
"1469","2020","0","908",
"1470","2024","177290098","563",
"1471","1996","11871989","728",
"1472","1980","6","866",
"1473","1973","0","288",
"1474","1988","96","760",
"1475","2013","137316683","495",
"1476","1993","487573","506",
"1477","1979","31","20",
"1478","1998","5002","15",
"1479","2001","42848539","169",
"1480","2014","2","898",
"1481","2023","3","698",
"1482","2011","3937096","229",
"1483","2023","11473106","99",
"1484","1994","44894","533",
"1485","2007","36736","343",
"1486","2008","211514715","62",
"1487","2008","17394469","396",
"1488","2004","1","169",
"1489","2017","65662","935",
"1490","1976","214796","660",
"1491","2000","18775","617",
"1492","1995","3490704","520",
"1493","1977","2","1",
"1494","1993","407094","523",
"1495","1971","362871","387",
"1496","2017","8587143","788",
"1497","1987","8","152",
"1498","1992","19","599",
"1499","1994","4","490",
"1500","1985","267607838","353",
"1501","2000","0","957",
"1502","2006","0","332",
"1503","2010","10326","829",
"1504","2003","401577","813",
"1505","1997","3317","626",
"1506","2012","218978","228",
"1507","2018","0","487",
"1508","1987","13","267",
"1509","1995","37026240","5",
"1510","1992","730129","52",
"1511","2010","0","681",
"1512","2005","97393","274",
"1513","2014","3074","521",
"1514","2020","2976","163",
"1515","2018","5977870","430",
"1516","2005","5393235","723",
"1517","2016","978385","283",
"1518","2007","96","662",
"1519","2020","2223472","790",
"1520","2002","1150","90",
"1521","2004","0","434",
"1522","1980","17","169",
"1523","1979","18869","969",
"1524","2019","5","763",
"1525","1980","21","123",
"1526","2017","54813197","154",
"1527","1999","1637","260",
"1528","2016","50990104","6",
"1529","1987","137813","855",
"1530","2015","78","227",
"1531","1999","16058963","224",
"1532","1984","0","55",
"1533","2005","496","65",
"1534","1979","2695322","108",
"1535","2012","29667","147",
"1536","2000","3588377","521",
"1537","1994","0","653",
"1538","1994","2082321","914",
"1539","2010","129772","281",
"1540","2000","5","482",
"1541","2019","245158","171",
"1542","2019","5283","84",
"1543","2011","2918","333",
"1544","1985","1911","404",
"1545","1972","55361","880",
"1546","1977","73183","208",
"1547","1979","0","371",
"1548","2016","0","702",
"1549","2012","0","497",
"1550","1991","0","671",
"1551","1983","739554","456",
"1552","1979","2","422",
"1553","2014","263","191",
"1554","1970","16725","116",
"1555","1972","25914909","821",
"1556","2004","1","824",
"1557","2017","0","34",
"1558","1989","244611","237",
"1559","2021","25060","872",
"1560","2021","0","29",
"1561","1982","19184726","109",
"1562","2014","10","655",
"1563","2021","42800","944",
"1564","2016","0","649",
"1565","2023","216035549","402",
"1566","1997","734164","790",
"1567","2020","384713236","860",
"1568","2022","50626","928",
"1569","2013","34487","543",
"1570","1971","794724","97",
"1571","2010","34850625","353",
"1572","2020","0","735",
"1573","1995","41","697",
"1574","1972","41732184","963",
"1575","2025","91111","435",
"1576","2010","1576","347",
"1577","1975","0","908",
"1578","2024","398045","144",
"1579","1990","66935","216",
"1580","1999","161520","427",
"1581","1992","0","794",
"1582","2008","0","756",
"1583","1978","11961","392",
"1584","1999","336","896",
"1585","1972","488307","795",
"1586","2011","1","735",
"1587","1973","0","896",
"1588","2023","520219","902",
"1589","1975","24","774",
"1590","2022","31","837",
"1591","1970","208","520",
"1592","2002","686035","988",
"1593","2017","519","221",
"1594","1978","402","371",
"1595","2015","0","836",
"1596","2015","2","282",
"1597","1986","850147629","157",
"1598","2001","7755016","176",
"1599","2016","51","406",
"1600","1992","414","870",
"1601","2023","1281305","666",
"1602","2023","0","299",
"1603","1992","5539257","220",
"1604","2005","8246","288",
"1605","2004","192","478",
"1606","1984","18277","237",
"1607","1973","20226","354",
"1608","2003","27329564","869",
"1609","2010","154","999",
"1610","2024","547","738",
"1611","1976","352494","77",
"1612","1979","709012889","839",
"1613","2007","2054784","412",
"1614","2000","0","368",
"1615","2014","465720","936",
"1616","2016","138","217",
"1617","1987","32437416","0",
"1618","1995","3","669",
"1619","2004","104837341","99",
"1620","2009","395","418",
"1621","1981","8","584",
"1622","2024","395","497",
"1623","2015","476","707",
"1624","1972","0","572",
"1625","2002","121935658","592",
"1626","2007","1","783",
"1627","2003","41","915",
"1628","1973","77910","113",
"1629","1994","2","272",
"1630","2008","326","207",
"1631","1985","3","921",
"1632","1975","2525325","643",
"1633","1987","2385","188",
"1634","2025","12160","127",
"1635","1977","1","430",
"1636","2000","0","719",
"1637","1976","0","971",
"1638","1993","49458066","822",
