"Campus","Year","CampusFee",
"1376","2008","2",
"1377","1989","69092939",
"1378","2009","29075",
"1379","1982","0",
"1380","1985","20734059",
"1381","1988","11",
"1382","2011","184736",
"1383","1987","52",
"1384","1999","0",
"1385","1979","577365",
"1386","2012","7964",
"1387","2006","84706757",
"1388","2010","9",
"1389","1979","59838090",
"1390","1972","4491789",
"1391","1983","9196182",
"1392","1997","0",
"1393","2018","5449314",
"1394","2003","612",
"1395","2016","637486150",
"1396","1994","693215",
"1397","2025","6939510",
"1398","1981","644317",
"1399","2019","85",
"1400","2012","77483379",
"1401","1975","169009",
"1402","2021","0",
"1403","2006","766601",
"1404","1998","37509",
"1405","1989","4",
"1406","1975","623117",
"1407","1994","69809397",
"1408","1994","297",
"1409","2014","76285",
"1410","1983","774312",
"1411","1980","745403254",
"1412","2006","0",
"1413","2014","193368421",
"1414","1980","406386",
"1415","2020","6708",
"1416","1975","2679",
"1417","2004","8035110",
"1418","1994","26040103",
"1419","2001","1869469",
"1420","1995","0",
"1421","1993","1",
"1422","1972","419096",
"1423","1995","35457",
"1424","1998","80195662",
"1425","2021","39489837",
"1426","2000","465237285",
"1427","2003","3",
"1428","1972","725144857",
"1429","2011","38354",
"1430","2010","0",
"1431","1996","340",
"1432","2018","599218",
"1433","1991","1381",
"1434","1984","192",
"1435","1986","1025",
"1436","2003","6",
"1437","2009","714591451",
"1438","1978","0",
"1439","1996","143",
"1440","2022","316212",
"1441","2006","17194",
"1442","1988","1",
"1443","1987","25",
"1444","2004","133838572",
"1445","1982","203704",
"1446","2007","114763953",
"1447","2010","858247",
"1448","1982","937",
"1449","2014","8",
"1450","2018","39",
"1451","2011","8264970",
"1452","2002","191",
"1453","1973","829889",
"1454","1996","6101085",
"1455","1989","393064359",
"1456","2017","9524467",
"1457","1998","75",
"1458","2013","9",
"1459","2000","7",
"1460","1972","75658",
"1461","1986","383060137",
"1462","2016","488891",
"1463","1990","251",
"1464","2021","522488008",
"1465","2015","94291819",
"1466","2019","59443",
"1467","2007","4547",
"1468","1981","693",
"1469","1973","937113256",
"1470","2021","9089657",
"1471","2021","380676418",
"1472","2012","0",
"1473","1972","0",
"1474","2020","938",
"1475","2004","94353",
"1476","1987","5",
"1477","1995","77534557",
"1478","2004","844854455",
"1479","2016","24",
"1480","1977","874461",
"1481","2021","3151",
"1482","2008","880",
"1483","1993","31",
"1484","2009","6050158",
"1485","1988","47197",
"1486","2003","22048273",
"1487","1994","71208452",
"1488","1995","0",
"1489","1995","0",
"1490","1989","2",
"1491","2002","52",
"1492","1989","716915",
"1493","1997","2649",
"1494","1996","266057335",
"1495","1997","7764534",
"1496","2017","62",
"1497","2020","0",
"1498","2018","0",
"1499","1996","270587",
"1500","2010","63",
"1501","1990","5378",
"1502","2009","52593",
"1503","2018","0",
"1504","2018","6394",
"1505","2021","37",
"1506","1995","50",
"1507","2025","3",
"1508","1987","79",
"1509","1975","758",
"1510","2005","26103185",
"1511","1978","387",
"1512","2001","3363087",
"1513","2004","0",
"1514","1980","17180925",
"1515","2016","56354691",
"1516","2008","997725",
"1517","2017","3982009",
"1518","1989","59",
"1519","1983","47193",
"1520","1978","94954102",
"1521","1973","67166",
"1522","2022","71554446",
"1523","1973","8036219",
"1524","2000","27",
"1525","2022","34930573",
"1526","1996","250671059",
"1527","1983","778",
"1528","1973","148433",
"1529","1994","792",
"1530","1985","8594",
"1531","2007","9828874",
"1532","1978","69419341",
"1533","1982","47723",
"1534","1988","9811",
"1535","1974","91796001",
"1536","2000","14717668",
"1537","1978","2",
"1538","1991","64221",
"1539","1986","379",
"1540","2018","1517961",
"1541","2009","78356190",
"1542","2006","174",
"1543","1971","956",
"1544","1986","6050",
"1545","1975","0",
"1546","2016","0",
"1547","1993","432",
"1548","1997","86111824",
"1549","2022","7",
"1550","1993","155530",
"1551","1997","8",
"1552","2007","7",
"1553","1988","284338",
"1554","2025","14",
"1555","2015","0",
"1556","1989","70",
"1557","2007","8",
"1558","1997","102",
"1559","2006","7",
"1560","1973","93171111",
"1561","1985","0",
"1562","1985","740220704",
"1563","1998","3927",
"1564","1981","7665",
"1565","2016","99",
"1566","2018","0",
"1567","2013","0",
"1568","2019","554",
"1569","1999","5",
"1570","2019","92929684",
"1571","2017","1052",
"1572","2001","9531316",
"1573","1994","114447",
"1574","2022","55",
"1575","2023","114",
"1576","2018","775473",
"1577","2011","7",
"1578","2025","73",
"1579","1977","364795037",
"1580","2018","23",
"1581","1981","525649009",
"1582","2011","168",
"1583","2002","531950809",
"1584","1982","0",
"1585","1980","0",
"1586","1976","62754083",
"1587","1990","0",
"1588","1995","0",
"1589","1988","93626",
"1590","2011","610291",
"1591","2000","53869967",
"1592","1984","752296",
"1593","1997","0",
"1594","1979","552",
"1595","1998","183720",
"1596","2001","90085",
"1597","2019","59482",
"1598","2025","43874434",
"1599","2000","356",
"1600","2008","70",
"1601","1971","51762",
"1602","2002","1",
"1603","2000","7",
"1604","1972","42553",
"1605","2002","223215447",
"1606","2019","0",
"1607","1977","515467",
"1608","2000","79",
"1609","1984","0",
"1610","1980","831190",
"1611","1987","35273929",
"1612","1976","7638329",
"1613","1978","5",
"1614","2021","175",
"1615","2000","922112636",
"1616","2019","830240",
"1617","2000","518222",
"1618","1988","926623",
"1619","1992","0",
"1620","2011","6",
"1621","2014","17",
"1622","1999","48721",
"1623","2019","0",
"1624","1989","7248",
"1625","2011","14918082",
"1626","1999","3184928",
"1627","1971","4",
"1628","1981","7942138",
"1629","2003","4398387",
"1630","2023","690144",
"1631","1973","953392",
"1632","1980","468650",
"1633","1990","3051619",
"1634","1976","4",
"1635","2014","1529",
"1636","1993","1136",
"1637","1973","0",
"1638","1971","6810",
"1639","1997","7913",
"1640","2018","535",
"1641","2022","843981248",
"1642","1975","2",
"1643","2012","34300",
"1644","2019","32618",
"1645","1970","9268139",
"1646","2010","9",
"1647","1982","954893",
"1648","2002","9063146",
"1649","2004","13",
"1650","1973","34",
"1651","2025","4657",
"1652","1997","21397",
"1653","1986","2",
"1654","2007","62397",
"1655","1973","0",
"1656","1974","31124",
"1657","1987","4988",
"1658","1971","906",
"1659","2010","10",
"1660","1987","42",
"1661","2005","4",
"1662","1971","0",
"1663","2021","8235220",
"1664","2020","815743508",
"1665","1992","470174",
"1666","1998","47",
"1667","1994","1817",
"1668","1984","327",
"1669","2014","22",
"1670","1985","29013829",
"1671","2018","19311107",
"1672","2008","24585886",
"1673","1977","447",
"1674","2005","632737",
"1675","1983","6",
"1676","1996","358996",
"1677","1984","1068",
"1678","1975","2",
"1679","1975","11126",
"1680","2005","511",
"1681","1982","68",
"1682","2013","0",
"1683","1974","0",
"1684","2012","81",
"1685","1975","0",
"1686","1993","4830",
"1687","2000","5588",
"1688","2006","1",
"1689","2019","573245",
"1690","1978","55",
"1691","2020","550067",
"1692","2016","973892462",
"1693","1983","183548848",
"1694","2012","4394",
"1695","2000","74263519",
"1696","2013","17327",
"1697","2025","1",
"1698","2010","593758",
"1699","2008","5",
"1700","1996","0",
"1701","1984","9965122",
"1702","1975","151460",
"1703","1972","2661342",
"1704","2023","3",
"1705","2020","173739014",
"1706","1979","298",
"1707","1981","5478",
"1708","1972","600130",
"1709","2022","85",
"1710","2009","9155492",
"1711","2011","0",
"1712","1975","59",
"1713","1974","3583",
"1714","2002","1557866",
"1715","2005","22476",
"1716","2005","0",
"1717","2010","97212892",
"1718","1980","3",
"1719","2016","5",
"1720","1970","493506843",
"1721","2004","250",
"1722","2017","0",
"1723","2019","30155",
"1724","1990","426103",
"1725","2005","3",
"1726","1987","55",
"1727","1976","721",
"1728","1978","0",
"1729","2013","5244287",
"1730","2006","74950",
"1731","2020","42403",
"1732","2012","0",
"1733","1975","97",
"1734","2009","7637601",
"1735","2023","9681",
"1736","2013","3572",
"1737","2019","48",
"1738","1977","25008",
"1739","2003","736176816",
"1740","2013","12174972",
"1741","1990","32357",
"1742","2010","0",
"1743","2005","95369254",
"1744","1996","524",
"1745","2012","92995220",
"1746","1985","6276",
"1747","1980","86",
"1748","2013","651355",
"1749","2025","17139",
"1750","1977","3",
"1751","1978","90",
"1752","1998","5147",
"1753","2010","0",
"1754","1973","62899096",
"1755","2019","631876791",
"1756","2019","96",
"1757","2001","4",
"1758","2009","1",
"1759","1979","20366",
"1760","2011","4126471",
"1761","2020","14",
"1762","2012","35389779",
"1763","2016","3600",
"1764","2017","0",
"1765","1981","87817427",
"1766","1986","8859017",
"1767","1970","418327583",
"1768","2001","746",
"1769","2024","722",
"1770","2003","16413777",
"1771","2024","731247715",
"1772","2013","0",
"1773","2015","4151",
"1774","1984","18",
"1775","1977","6280",
"1776","2002","0",
"1777","1994","32554",
"1778","2021","1426",
"1779","2009","67",
"1780","1976","315741",
"1781","1996","704249",
"1782","1989","50272886",
"1783","2005","5527",
"1784","2007","509526",
"1785","1975","7",
"1786","2010","611726",
"1787","1997","554177766",
"1788","1990","157004",
"1789","1979","9893557",
"1790","1978","283",
"1791","1989","624568",
"1792","1994","28338",
"1793","2004","410",
"1794","1993","4196",
"1795","1985","980681",
"1796","1985","510183580",
"1797","2019","260606256",
"1798","2000","33",
"1799","2023","579736923",
"1800","1979","2",
"1801","2000","33098961",
"1802","2018","0",
"1803","2011","77",
"1804","2007","66917",
"1805","1974","419",
"1806","1981","693",
"1807","2010","671858",
"1808","1980","2",
"1809","1981","0",
"1810","2005","5",
"1811","2025","915595942",
"1812","1997","0",
"1813","1978","44573",
"1814","1975","9424",
"1815","2022","105",
"1816","1996","6235309",
"1817","1975","10242275",
"1818","2005","2",
"1819","2008","6",
"1820","2004","19017408",
"1821","1974","0",
"1822","1972","871",
"1823","2025","1791",
"1824","2024","3610392",
"1825","2023","22879",
"1826","2022","0",
"1827","1999","810701692",
"1828","2016","762",
"1829","2016","704",
"1830","1997","4",
"1831","2018","82883536",
"1832","2010","91307",
"1833","1984","9181356",
"1834","2000","703936",
"1835","1993","407435894",
"1836","1996","9",
"1837","1984","928",
"1838","1976","9013362",
"1839","1971","0",
"1840","1981","1411911",
"1841","1970","9504483",
"1842","2013","852",
"1843","2011","633",
"1844","2017","922740274",
"1845","1980","56029",
"1846","2001","697326644",
"1847","1983","66840",
"1848","1993","28088",
"1849","2024","7",
"1850","1973","56",
"1851","2008","0",
"1852","2013","60641168",
"1853","1978","4",
"1854","2022","485",
"1855","1973","5397502",
"1856","1991","5203433",
"1857","2012","2",
"1858","1971","2156630",
"1859","1998","7",
"1860","2002","94",
"1861","2025","78103623",
"1862","1999","9733089",
"1863","1997","1081",
"1864","1989","3",
"1865","1990","21085",
"1866","2023","545683039",
"1867","1976","640192",
"1868","2010","510177",
"1869","1996","474",
"1870","1999","957",
"1871","1981","200459",
"1872","1973","71039308",
"1873","1993","67",
"1874","2005","47572",
"1875","2021","67633",
"1876","1970","3618120",
"1877","2013","0",
"1878","2001","6283190",
"1879","1994","2",
"1880","1991","69967",
"1881","2025","1",
"1882","2017","0",
"1883","2007","7323",
"1884","2009","92504886",
"1885","1997","42122500",
"1886","2023","4",
"1887","2009","717383025",
"1888","2003","416938642",
"1889","1996","71",
"1890","1994","62582200",
"1891","2011","0",
"1892","1974","542",
"1893","1972","4529",
"1894","1976","0",
"1895","2018","31501",
"1896","1973","349406219",
"1897","1982","0",
"1898","1990","984",
"1899","2015","2100",
"1900","2007","674333",
"1901","2022","525",
"1902","2002","352",
"1903","1992","929506",
"1904","2000","7861846",
"1905","1985","384473",
"1906","1970","0",
"1907","1973","68837",
"1908","2000","9",
"1909","1977","2254184",
"1910","2023","534715886",
"1911","1981","6576",
"1912","1996","886319",
"1913","1992","1677430",
"1914","1987","74485",
"1915","1990","26",
"1916","2008","245123",
"1917","1999","93",
"1918","2016","552741",
"1919","2004","4495344",
"1920","2017","56811487",
"1921","1988","835988799",
"1922","1976","885243351",
"1923","1978","9185928",
"1924","2000","8202",
"1925","1983","128725493",
"1926","2007","8",
"1927","2026","47404285",
"1928","2024","754425",
"1929","2013","8196637",
"1930","1991","43265261",
"1931","1995","360193",
"1932","1974","790814467",
"1933","1980","25672",
"1934","1986","9",
"1935","1970","3203541",
"1936","1981","513142102",
"1937","2012","337385",
"1938","1973","18154",
"1939","1975","60689",
"1940","1981","4520008",
"1941","2015","575",
"1942","2021","4898589",
"1943","2008","910700",
"1944","1989","879596715",
"1945","1992","7891958",
"1946","1989","0",
"1947","1974","243",
"1948","1986","84441647",
"1949","2016","198295953",
"1950","2008","15140",
"1951","1970","7677",
"1952","2018","0",
"1953","1972","6146",
"1954","1975","348067",
"1955","2023","0",
"1956","2011","861439297",
"1957","1982","252152866",
"1958","1986","173963",
"1959","1978","68",
"1960","1984","80",
"1961","1987","5",
"1962","2012","9",
"1963","1984","75903711",
"1964","2023","0",
"1965","2012","600089564",
"1966","1978","68443761",
"1967","2008","29",
"1968","2017","4662310",
"1969","1975","79061601",
"1970","1985","38",
"1971","2023","8033",
"1972","2008","629",
"1973","1971","43668",
"1974","2013","96",
"1975","2017","9506",
"1976","1975","6",
"1977","1996","851930",
"1978","1974","3530683",
"1979","2024","8939297",
"1980","1970","1068997",
"1981","2009","838",
"1982","1998","6096",
"1983","2005","91705",
"1984","1984","0",
"1985","1994","1661001",
"1986","2021","565020",
"1987","1993","187",
"1988","1971","9644",
"1989","2005","743",
"1990","1978","69669",
"1991","1996","8",
"1992","1997","630",
"1993","1996","6249",
"1994","1999","0",
"1995","2004","76932852",
"1996","1983","74705707",
"1997","1986","858834112",
"1998","1987","60635761",
"1999","2011","0",
"2000","1995","28727",
"2001","1999","33712",
"2002","1988","343514389",
"2003","2008","388288635",
"2004","2000","0",
"2005","1985","6845078",
"2006","1994","0",
"2007","1995","0",
"2008","1978","8121001",
"2009","1998","56982",
"2010","2019","9",
"2011","1988","285298101",
"2012","2017","261",
"2013","2011","82320",
"2014","2009","698995873",
"2015","1972","0",
"2016","1987","20",
"2017","2003","0",
"2018","1981","9676083",
"2019","2023","24",
"2020","1998","21880",
"2021","1984","58",
"2022","1988","162",
"2023","2013","10099295",
"2024","1987","9300",
"2025","1982","63",
"2026","1994","2684133",
"2027","2011","831",
"2028","1984","6211",
"2029","2025","0",
"2030","2018","887112335",
"2031","1991","99402839",
"2032","2000","464727746",
"2033","2021","2885",
"2034","2017","4",
"2035","1983","67386736",
"2036","1990","6",
"2037","1971","0",
"2038","2023","37",
"2039","1999","2827",
"2040","1983","76996936",
"2041","1983","45636808",
"2042","1997","69",
"2043","1979","54",
"2044","1993","93724",
