"Campus","Discipline","Year","Undergraduate","Graduate",
"1006","855","2021","8","6",
"1007","100","1998","5","9",
"1008","30","1976","7","2",
"1009","285","1989","8","3",
"1010","10068005","1979","7","2",
"1011","0","2021","1","8",
"1012","2904173","2024","9","9",
"1013","0","1997","9","7",
"1014","93461434","1973","9","4",
"1015","677578083","1997","2","5",
"1016","175491","2014","2","4",
"1017","4155332","2006","9","7",
"1018","78","2006","8","9",
"1019","44","1979","7","6",
"1020","0","2003","8","2",
"1021","879","2020","5","1",
"1022","5882","1996","3","8",
"1023","974","2019","3","3",
"1024","471","1982","9","1",
"1025","0","2012","2","1",
"1026","559941","1991","5","3",
"1027","184","2024","9","3",
"1028","46250","2020","6","2",
"1029","681578","2023","3","2",
"1030","223131","2006","9","7",
"1031","92","1996","7","3",
"1032","59","2001","8","9",
"1033","220190958","2005","7","9",
"1034","105961","1977","1","4",
"1035","446707","2001","5","4",
"1036","1031347","1983","9","7",
"1037","138","1983","1","6",
"1038","41077","1976","3","1",
"1039","6","2011","9","6",
"1040","2611502","2006","7","2",
"1041","14676165","1984","9","8",
"1042","924067874","1982","8","2",
"1043","648421","1994","9","2",
"1044","53","2006","8","7",
"1045","2842520","1989","8","5",
"1046","6","1985","1","2",
"1047","5570","2010","6","5",
"1048","3","1970","1","8",
"1049","24","2015","1","7",
"1050","341","1974","5","8",
"1051","61698222","1976","4","2",
"1052","304178","2021","8","5",
"1053","92640","1972","8","7",
"1054","309","2021","4","3",
"1055","0","1993","9","2",
"1056","589","2009","5","1",
"1057","2","2024","5","6",
"1058","6994136","1989","7","7",
"1059","284","2005","7","2",
"1060","502","1971","2","8",
"1061","7403","1979","2","2",
"1062","699","2009","5","1",
"1063","42024","1988","9","5",
"1064","940655","2000","7","9",
"1065","0","1995","8","8",
"1066","9435349","1978","8","2",
"1067","0","1993","5","2",
"1068","3579","2024","1","9",
"1069","9835","1988","7","2",
"1070","11081","2022","4","4",
"1071","6","1998","1","2",
"1072","26","2006","9","6",
"1073","338","2005","3","4",
"1074","500340","1987","2","9",
"1075","852","2004","4","1",
"1076","434","2024","1","1",
"1077","32795113","2025","2","4",
"1078","345262","2005","4","8",
"1079","33591200","2014","5","6",
"1080","37075388","1984","7","7",
"1081","86435243","1997","6","1",
"1082","3278","2000","4","6",
"1083","4918","1992","1","7",
"1084","3429158","2017","2","2",
"1085","71271","2008","9","7",
"1086","471766233","2002","9","5",
"1087","608","1992","3","6",
"1088","120","2002","3","5",
"1089","0","1992","7","7",
"1090","91929","2004","2","7",
"1091","613940883","2020","2","7",
"1092","42347187","1971","4","1",
"1093","0","1975","9","8",
"1094","0","2013","1","4",
"1095","5","1992","5","8",
"1096","763155094","1970","9","6",
"1097","861137552","1982","4","5",
"1098","3746","1997","1","8",
"1099","6","1975","6","7",
"1100","42","1979","8","6",
"1101","38192","2004","1","7",
"1102","55282","2004","3","6",
"1103","234","2021","1","5",
"1104","0","1980","9","3",
"1105","612","1996","5","8",
"1106","5340951","1974","5","7",
"1107","7","2007","5","4",
"1108","87865","2018","7","3",
"1109","37","1988","1","2",
"1110","3","1981","5","6",
"1111","83","1991","2","1",
"1112","5910","2007","3","1",
"1113","22103","2018","2","5",
"1114","0","1983","8","3",
"1115","476","1986","6","1",
"1116","41","1995","8","9",
"1117","8866","2014","2","2",
"1118","46909255","2001","5","4",
"1119","5","1983","7","6",
"1120","8","1978","8","6",
"1121","801","2006","1","3",
"1122","846495660","2010","4","5",
"1123","2097978","1989","1","9",
"1124","811970397","1984","4","1",
"1125","271","2024","9","9",
"1126","842556","2011","4","1",
"1127","346901830","2007","8","9",
"1128","247","2013","9","5",
"1129","308723029","2023","9","1",
"1130","3893","2005","8","4",
"1131","5514","1984","9","3",
"1132","20377936","1978","1","2",
"1133","69","2001","2","4",
"1134","882609","1973","2","6",
"1135","446","2017","2","5",
"1136","7","2003","8","8",
"1137","0","2004","9","4",
"1138","94002","2025","2","7",
"1139","916169","2024","5","5",
"1140","0","1970","4","6",
"1141","0","1999","5","2",
"1142","90353614","2005","7","8",
"1143","0","1988","5","5",
"1144","0","1989","5","2",
"1145","895477236","2004","5","4",
"1146","80565859","2019","6","4",
"1147","947789","1983","5","8",
"1148","18907","2002","1","2",
"1149","36","1987","6","9",
"1150","76","1983","1","5",
"1151","0","2009","3","5",
"1152","1383","1984","5","5",
"1153","3","2018","2","6",
"1154","35178","2011","2","3",
"1155","0","2002","3","5",
"1156","9","1972","2","6",
"1157","57589749","2022","8","1",
"1158","15978","1977","7","1",
"1159","737","1972","5","5",
"1160","4038591","2023","6","1",
"1161","697","2011","7","2",
"1162","9694","2018","6","3",
"1163","57969009","1972","1","7",
"1164","711898","2015","5","5",
"1165","94","2001","2","7",
"1166","6579409","1980","6","2",
"1167","5","1998","7","5",
"1168","7514759","2025","9","5",
"1169","1198","2017","6","2",
"1170","9654","1989","1","1",
"1171","37534972","1978","1","1",
"1172","5818","1974","7","6",
"1173","30365811","1986","5","1",
"1174","53","1970","1","9",
"1175","55315118","2022","4","9",
"1176","0","2018","9","5",
"1177","875","1975","4","7",
"1178","5700264","1985","6","2",
"1179","35319","2008","3","9",
"1180","69478130","1972","1","8",
"1181","2566177","1987","2","7",
"1182","6","2016","7","8",
"1183","886","1987","5","2",
"1184","95094","2014","4","9",
"1185","21307319","2009","2","8",
"1186","2057","2007","3","3",
"1187","0","2011","5","9",
"1188","518075594","2009","4","9",
"1189","22453594","1971","6","6",
"1190","533267330","1991","9","4",
"1191","267457","2022","9","9",
"1192","6386296","1971","9","1",
"1193","40028943","2011","2","5",
"1194","193","1998","4","2",
"1195","65973470","1980","3","6",
"1196","32797116","1992","8","6",
"1197","5787","1977","1","6",
"1198","53","1997","2","3",
"1199","6","1983","6","5",
"1200","0","2025","8","2",
"1201","834380760","2005","6","6",
"1202","1","2023","5","2",
"1203","2200","1973","7","3",
"1204","0","1975","2","6",
"1205","7500988","2012","2","4",
"1206","9243637","1990","3","1",
"1207","48","1990","8","4",
"1208","0","2014","3","6",
"1209","880866","2009","5","3",
"1210","71","1975","2","6",
"1211","24015963","2006","5","3",
"1212","223149","1972","8","3",
"1213","71558","2025","8","1",
"1214","96308950","1974","2","1",
"1215","199416","1992","5","3",
"1216","79438815","1970","8","7",
"1217","5","2016","5","2",
"1218","236604447","2015","6","5",
"1219","90","1983","3","4",
"1220","2339","2000","2","1",
"1221","5","1970","4","1",
"1222","392","1976","4","1",
"1223","18","1977","2","1",
"1224","46","1989","3","5",
"1225","475","1982","2","2",
"1226","5","1981","8","6",
"1227","0","1973","4","8",
"1228","0","1997","7","1",
"1229","817985","2003","5","4",
"1230","74500686","2008","9","7",
"1231","82815","1986","5","2",
"1232","681","1992","9","4",
"1233","42295","1992","3","6",
"1234","0","2002","8","2",
"1235","825323","2009","6","9",
"1236","0","1978","2","4",
"1237","227246320","2014","5","1",
"1238","78216655","2014","6","8",
"1239","5892813","2015","9","6",
"1240","25225188","2010","7","1",
"1241","57","1998","2","3",
"1242","684648","2008","7","7",
"1243","194","2023","5","6",
"1244","439578","1987","4","2",
"1245","842765921","1982","2","6",
"1246","96","1973","2","4",
"1247","504845513","1978","3","7",
"1248","2588240","2025","9","7",
"1249","0","2016","4","1",
"1250","349","2022","1","1",
"1251","384821","1977","1","4",
"1252","970090","2009","9","3",
"1253","62","1977","4","5",
"1254","9349625","2008","1","8",
"1255","30106","2024","5","1",
"1256","0","1980","6","3",
"1257","61776094","2013","8","7",
"1258","78984","1990","6","3",
"1259","6934","2009","8","4",
"1260","0","1999","1","7",
"1261","49693434","2002","6","7",
"1262","7704","2018","8","8",
"1263","4501268","1982","4","9",
"1264","6001","2015","2","8",
"1265","56","1986","3","8",
"1266","252","1978","3","5",
"1267","17922153","1999","6","1",
"1268","17","2025","1","2",
"1269","556347","1989","6","5",
"1270","0","2024","8","6",
"1271","58","2015","4","6",
"1272","66084009","2002","7","7",
"1273","76339872","2010","4","6",
"1274","819845","1997","2","3",
"1275","310338746","1981","7","8",
"1276","4361","1978","5","9",
"1277","25241","1984","9","3",
"1278","574872766","1988","5","1",
"1279","324908","2000","6","7",
"1280","94201086","2001","2","2",
"1281","2347","2009","2","3",
"1282","581","1995","3","1",
"1283","28074","1983","6","5",
"1284","4476","2012","8","6",
"1285","44571","2016","1","2",
"1286","611709051","1970","5","8",
"1287","0","2011","7","5",
"1288","308801347","2017","4","4",
"1289","6400077","2002","9","9",
"1290","0","1985","9","8",
"1291","623","2008","7","2",
"1292","954","2014","8","5",
"1293","933","2002","5","6",
"1294","86","1983","2","3",
"1295","36335284","2007","8","1",
"1296","4684610","2007","7","9",
"1297","18","1981","7","7",
"1298","0","2011","8","7",
"1299","35","1986","8","4",
"1300","0","1997","2","9",
"1301","1505136","2013","1","7",
"1302","372","2008","8","1",
"1303","608","1990","5","9",
"1304","0","2020","4","9",
"1305","6745","1999","4","1",
"1306","65636","2006","4","3",
"1307","0","1971","1","6",
"1308","22348","1989","5","2",
"1309","432019046","2007","2","3",
"1310","62","1972","9","4",
"1311","1","2008","7","7",
"1312","78","2023","5","5",
"1313","9205","2017","6","5",
"1314","465488234","1995","1","5",
"1315","7160500","1980","1","5",
"1316","68662624","1988","8","8",
"1317","972","1992","9","3",
"1318","33136130","1975","7","1",
"1319","27","1970","6","4",
"1320","369792","2024","8","9",
"1321","128220","1982","7","1",
"1322","0","1997","4","4",
"1323","7","2022","8","3",
"1324","7175410","1985","9","4",
"1325","302","1982","4","8",
"1326","2","1996","8","3",
"1327","1803948","2006","5","2",
"1328","2444631","2018","4","1",
"1329","14","2016","5","7",
"1330","1805662","1980","8","2",
"1331","122711464","2020","9","2",
"1332","8179","2004","3","1",
"1333","2714","2005","6","8",
"1334","941659","1975","6","2",
"1335","79","2014","4","9",
"1336","6","2009","7","8",
"1337","93148290","1985","9","1",
"1338","910376","2000","2","7",
"1339","503","1995","1","1",
"1340","1393","2002","7","2",
"1341","63470","2006","8","6",
"1342","444","1981","9","8",
"1343","6","2021","9","3",
"1344","33784855","1995","2","4",
"1345","32308000","2007","2","3",
"1346","325164681","1978","1","5",
"1347","7714884","1977","1","5",
"1348","924654","1970","1","3",
"1349","15900651","2000","2","3",
"1350","4481588","1993","9","5",
"1351","193275653","2009","7","8",
"1352","86","1974","5","2",
"1353","57","1973","4","7",
"1354","29665","2001","4","7",
"1355","19360","1987","4","3",
"1356","29","2002","9","9",
"1357","243528868","2022","6","1",
"1358","468456374","2023","9","8",
"1359","783","1972","1","2",
"1360","15563","2016","6","4",
"1361","449964758","1975","5","7",
"1362","1948","1987","9","3",
"1363","644417","1997","3","6",
"1364","36","1982","2","4",
"1365","40803228","2015","2","4",
"1366","72","1983","5","3",
"1367","24701","1985","2","7",
"1368","53141971","1998","5","9",
"1369","209877","1977","8","7",
"1370","0","1990","3","2",
"1371","463095","2019","3","5",
"1372","4953470","1980","4","7",
"1373","96230","2020","3","7",
"1374","2","1978","9","7",
"1375","2529","1999","3","4",
"1376","447","1979","4","3",
"1377","0","2008","5","9",
"1378","0","1980","7","6",
"1379","9477862","1974","9","4",
"1380","41","1991","5","7",
"1381","6965001","2021","3","4",
"1382","1051040","2015","4","8",
"1383","0","2008","3","2",
"1384","794","2024","4","6",
"1385","93","1977","1","6",
"1386","269752","2013","8","4",
"1387","7636","1993","1","5",
"1388","5","1997","3","4",
"1389","83219","2010","8","3",
"1390","97540","2018","6","1",
"1391","754783869","2014","4","3",
"1392","408833260","2019","8","6",
"1393","962783","1975","6","5",
"1394","664336","2005","6","5",
"1395","364","1987","2","5",
"1396","934","1996","7","2",
"1397","0","2004","5","9",
"1398","4986","1980","9","5",
"1399","3774","1992","9","6",
"1400","0","1997","8","9",
"1401","8","2018","3","6",
"1402","5","1992","8","1",
"1403","4844","2001","9","8",
"1404","1731","2005","3","8",
"1405","797495","2025","3","5",
"1406","61482","1997","1","4",
"1407","199","2022","2","3",
"1408","4","2023","9","7",
"1409","58","1972","8","9",
"1410","1745989","2000","8","1",
"1411","692895624","1991","6","9",
"1412","0","1994","5","4",
"1413","97114726","1975","3","7",
"1414","51","1980","9","8",
"1415","54","1974","1","4",
"1416","9588112","1978","5","9",
"1417","0","1998","6","7",
"1418","1","1987","7","7",
"1419","0","2018","3","2",
"1420","5572","2021","5","6",
"1421","44557","1998","3","8",
"1422","163915","1977","9","3",
"1423","78957","2003","7","5",
"1424","3238","2023","9","9",
"1425","6138","1971","4","7",
"1426","6","1973","4","4",
"1427","0","1989","3","3",
"1428","90","1971","8","4",
"1429","492945","1986","6","2",
"1430","0","2023","2","2",
"1431","65765134","2017","5","2",
"1432","918024967","1995","3","9",
"1433","4967645","1998","4","1",
"1434","58","2011","5","9",
"1435","16065812","2018","9","4",
"1436","0","1998","4","6",
"1437","86","1971","4","1",
"1438","308042","2019","2","8",
"1439","498","2011","7","6",
"1440","915825053","1991","5","3",
"1441","177276882","1995","6","1",
"1442","0","1971","3","9",
"1443","259","2023","6","2",
"1444","95","2002","4","1",
"1445","78195","1987","1","3",
"1446","90","2006","2","7",
"1447","28","1975","3","3",
"1448","572502","2009","6","3",
"1449","841804","2004","9","3",
"1450","83083","1991","2","9",
"1451","995633765","1989","2","4",
"1452","7","1996","7","2",
"1453","93205772","1975","9","7",
"1454","5889039","2005","8","1",
"1455","77","1990","5","6",
"1456","346","1994","3","3",
"1457","558583335","2014","2","5",
"1458","26","1987","6","5",
"1459","172273506","2005","4","5",
"1460","413","2022","7","5",
"1461","87993353","2010","3","1",
"1462","1840786","2017","9","2",
"1463","38951","1983","7","7",
"1464","162024827","1993","3","7",
"1465","63535","1974","6","2",
"1466","414626972","2017","2","4",
"1467","0","2014","7","5",
"1468","726687","2022","4","9",
"1469","92705799","2003","2","4",
"1470","3446896","2004","3","2",
"1471","0","2018","1","8",
"1472","6932","1971","9","4",
"1473","1440","1985","1","5",
"1474","4517453","2004","8","5",
"1475","5323238","2017","8","7",
"1476","20","1987","3","8",
"1477","6611","2022","3","2",
"1478","8620","2012","8","5",
"1479","569301029","2021","3","2",
"1480","0","2009","2","1",
"1481","66","2015","2","7",
"1482","22669","2008","3","6",
"1483","8537168","1986","5","9",
"1484","23","1980","9","1",
"1485","4","1975","4","4",
"1486","491232","2017","4","8",
"1487","568536","2017","5","9",
"1488","410070","2017","9","1",
"1489","611503","1992","5","8",
"1490","5422","2023","6","6",
"1491","433148","1975","3","3",
"1492","589890","1974","7","6",
"1493","4363","2018","4","8",
"1494","59398","2012","1","7",
"1495","9101494","2000","8","2",
"1496","443","1999","1","3",
"1497","85986","1989","6","3",
"1498","793185271","2021","7","7",
"1499","2056279","1983","1","4",
"1500","760620734","1992","1","6",
"1501","42406","1990","1","3",
"1502","448","2010","1","4",
"1503","1","2016","2","2",
"1504","422282","2021","2","7",
"1505","0","1987","9","4",
"1506","547132","1972","6","7",
"1507","9754","1999","3","9",
"1508","2","1986","6","4",
"1509","96","2021","6","1",
"1510","34513775","1994","5","4",
"1511","109121","2006","5","6",
